date,sales_usd,product_description,client_name,sales_agent_name
43685,399395.6641,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43685,10237966.46,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43686,1044909.239,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43686,1188580.839,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43686,4622474.752,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43687,252108.4468,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43687,978096.4088,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43689,57223.48017,Producto E,Pescaditos SA de CV,Edson Álvarez
43689,392418.7821,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43689,1046073.747,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43689,1154309.459,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43689,1483742.624,Producto H,Pescaditos SA de CV,Edson Álvarez
43689,3626619.181,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43690,596357.6434,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43690,1731289.916,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43691,135104.1456,Producto E,Pescaditos SA de CV,Edson Álvarez
43691,224516.4912,Producto H,Pescaditos SA de CV,Edson Álvarez
43691,492381.9091,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43691,746697.6421,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43691,3931374.59,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43692,2092642.273,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43692,3543553.661,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43693,236810.5919,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43693,1804034.346,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43693,2518681.883,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43694,249030.9127,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43696,156255.8012,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43696,689805.0415,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43696,1168588.828,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43697,-169011.9603,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43697,32557.10149,Producto E,Pescaditos SA de CV,Edson Álvarez
43697,154987.5335,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43697,264443.1377,Producto H,Pescaditos SA de CV,Edson Álvarez
43697,1717675.005,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43698,130664.6213,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43698,1643197.122,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43699,41332.27098,Producto E,Pescaditos SA de CV,Edson Álvarez
43699,308521.6537,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43699,459017.7615,Producto H,Pescaditos SA de CV,Edson Álvarez
43699,2158223.091,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43699,3092895.425,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43700,716246.7737,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43700,4939785.968,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43701,227181.9838,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43703,738379.5258,Producto H,Pescaditos SA de CV,Edson Álvarez
43703,745371.6492,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43703,935656.9333,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43703,942050.2806,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43704,195949.7989,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43704,4151326.157,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43704,4583597.028,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43705,122772.7124,Producto E,Pescaditos SA de CV,Edson Álvarez
43705,230433.8039,Producto H,Pescaditos SA de CV,Edson Álvarez
43705,961436.3305,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43705,1354466.28,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43706,9605.901513,Producto E,Pescaditos SA de CV,Edson Álvarez
43706,852774.6847,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43706,3866757.722,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43707,187847.3317,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43710,65497.43476,Producto E,Pescaditos SA de CV,Edson Álvarez
43710,96412.477,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43710,374310.0213,Producto H,Pescaditos SA de CV,Edson Álvarez
43710,446841.9542,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43710,1252099.714,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43710,2348705.917,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43711,57020.12231,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43711,1022008.862,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43712,187233.4797,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43712,390755.0207,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43712,952695.7489,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43713,88540.22335,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43713,599371.4755,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43713,957910.2136,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43714,409897.1045,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43714,3923621.122,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43717,134078.8377,Producto E,Pescaditos SA de CV,Edson Álvarez
43717,224643.6425,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43717,483883.5184,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43717,1675467.173,Producto H,Pescaditos SA de CV,Edson Álvarez
43717,2267960.084,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43717,2493218.786,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43718,194949.9416,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43718,1354901.925,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43718,1451891.006,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43719,1454393.867,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43719,1896789.553,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43720,11081.8927,Producto E,Pescaditos SA de CV,Edson Álvarez
43720,141948.6284,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43720,834705.6575,Producto H,Pescaditos SA de CV,Edson Álvarez
43720,1554822.468,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43721,971703.3885,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43721,1826373.451,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43722,188891.6357,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43722,541205.2765,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43722,645654.8946,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43725,18793.83418,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43725,37418.28434,Producto E,Pescaditos SA de CV,Edson Álvarez
43725,494081.8113,Producto H,Pescaditos SA de CV,Edson Álvarez
43725,1790655.929,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43726,113266.7704,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43726,211574.196,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43726,753553.7577,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43727,83094.24231,Producto E,Pescaditos SA de CV,Edson Álvarez
43727,501936.782,Producto H,Pescaditos SA de CV,Edson Álvarez
43727,740734.0234,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43727,1769403.336,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43728,1540867.16,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43728,1789985.718,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43729,1821464.483,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43731,48401.22123,Producto E,Pescaditos SA de CV,Edson Álvarez
43731,575747.6441,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43731,637639.222,Producto H,Pescaditos SA de CV,Edson Álvarez
43731,1445436.996,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43731,5173738.225,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43732,210474.7046,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43732,1125635.925,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43733,193235.8876,Producto E,Pescaditos SA de CV,Edson Álvarez
43733,916507.3983,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43734,473150.4858,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43734,2088749.002,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43735,396853.9233,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43735,2878418.132,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43736,73830.70972,Producto E,Pescaditos SA de CV,Edson Álvarez
43736,593928.0792,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43736,935898.819,Producto H,Pescaditos SA de CV,Edson Álvarez
43736,2440060.697,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43738,247920.5264,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43738,1327194.522,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43739,107480.1293,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43739,334772.4285,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43739,1072057.004,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43739,3429510.05,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43740,43660.67901,Producto E,Pescaditos SA de CV,Edson Álvarez
43740,80450.12015,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43740,468160.1399,Producto H,Pescaditos SA de CV,Edson Álvarez
43740,870071.0319,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43740,1065158.381,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43741,658308.3559,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43741,961534.038,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43742,86438.38716,Producto E,Pescaditos SA de CV,Edson Álvarez
43742,213668.612,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43742,568273.6241,Producto H,Pescaditos SA de CV,Edson Álvarez
43743,230997.1888,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43743,596355.6682,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43745,2009689.496,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43745,4032894.777,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43746,1415489.436,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43746,3191478.24,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43747,141402.4498,Producto E,Pescaditos SA de CV,Edson Álvarez
43747,184564.7293,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43747,267946.8186,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43747,702462.2673,Producto H,Pescaditos SA de CV,Edson Álvarez
43747,1433157.41,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43748,344953.317,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43748,1622582.831,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43749,607027.6859,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43749,622751.4672,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43752,168426.0808,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43752,592893.8951,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43752,801184.4786,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43752,1785239.754,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43753,23675.80402,Producto E,Pescaditos SA de CV,Edson Álvarez
43753,513931.5588,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43753,755130.7729,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43753,910041.5835,Producto H,Pescaditos SA de CV,Edson Álvarez
43753,2662958.667,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43754,12638.31182,Producto E,Pescaditos SA de CV,Edson Álvarez
43754,769401.1808,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43754,1049469.526,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43755,523540.9433,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43755,950788.4919,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43756,206179.4546,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43756,212060.3677,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43756,446902.1795,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43757,447849.9819,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43757,728609.731,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43757,1825404.272,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43759,1353190.281,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43759,1988380.09,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43760,4101.332214,Producto E,Pescaditos SA de CV,Edson Álvarez
43760,75523.34673,Producto E,Pescaditos SA de CV,Edson Álvarez
43760,339517.3098,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43760,600897.5842,Producto H,Pescaditos SA de CV,Edson Álvarez
43760,1998449.913,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43761,253767.504,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43761,1624759.066,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43762,249587.8809,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43762,1814809.688,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43763,133594.3259,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43763,2472701.746,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43763,3173198.473,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43764,38665.262,Producto H,Pescaditos SA de CV,Edson Álvarez
43764,1191572.631,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43766,93164.27425,Producto E,Pescaditos SA de CV,Edson Álvarez
43766,157215.4059,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43766,1017733.236,Producto H,Pescaditos SA de CV,Edson Álvarez
43766,1606736.848,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43766,2097209.78,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43767,102280.3207,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43767,2646491.458,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43767,10252780.17,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43768,623558.1251,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43768,1516181.31,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43769,61269.81703,Producto E,Pescaditos SA de CV,Edson Álvarez
43769,146409.62,Producto E,Pescaditos SA de CV,Edson Álvarez
43769,853252.9344,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43769,1097982.031,Producto H,Pescaditos SA de CV,Edson Álvarez
43770,60464.34923,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43770,124779.3749,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43770,444265.7554,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43770,2246936.167,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43773,1373697.023,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43773,4246573.492,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43774,29060.51068,Producto E,Pescaditos SA de CV,Edson Álvarez
43774,196695.7828,Producto E,Pescaditos SA de CV,Edson Álvarez
43774,495328.2311,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43774,574935.6451,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43774,882286.4804,Producto H,Pescaditos SA de CV,Edson Álvarez
43774,2265477.293,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43774,3658647.161,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43775,537339.5208,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43775,865490.7324,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43776,33413.97946,Producto H,Pescaditos SA de CV,Edson Álvarez
43776,75246.32971,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43776,509500.6209,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43776,9069128.382,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43777,522908.6991,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43777,567209.4967,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43777,2314462.708,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43778,284248.3113,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43778,1302594.23,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43780,54447.86774,Producto E,Pescaditos SA de CV,Edson Álvarez
43780,245272.1807,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43780,567833.2892,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43780,759029.893,Producto H,Pescaditos SA de CV,Edson Álvarez
43780,1062567.539,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43781,77282.0693,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43781,1418515.918,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43781,1964699.93,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43782,598633.1042,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43782,922737.8811,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43783,40353.97738,Producto E,Pescaditos SA de CV,Edson Álvarez
43783,72391.43032,Producto E,Pescaditos SA de CV,Edson Álvarez
43783,590380.1921,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43783,641676.7758,Producto H,Pescaditos SA de CV,Edson Álvarez
43783,4888995.712,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43784,556498.1354,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43784,1103953.578,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43784,1352181.14,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43785,1526750.511,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43785,2263811.037,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43788,2076059.807,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43788,2122869.22,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43789,25420.93747,Producto E,Pescaditos SA de CV,Edson Álvarez
43789,228018.7453,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43789,369374.6444,Producto H,Pescaditos SA de CV,Edson Álvarez
43789,483165.7959,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43790,292027.3644,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43790,408619.6965,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43790,554692.0488,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43790,1702637.324,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43791,42855.68603,Producto E,Pescaditos SA de CV,Edson Álvarez
43791,534278.0315,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43791,886273.5064,Producto H,Pescaditos SA de CV,Edson Álvarez
43791,949163.4159,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43791,2146924.61,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43792,665394.7144,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43792,791558.7988,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43794,206063.869,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43794,1489569.676,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43794,2077497.472,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43794,2591953,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43795,37291.42631,Producto E,Pescaditos SA de CV,Edson Álvarez
43795,70998.88483,Producto E,Pescaditos SA de CV,Edson Álvarez
43795,172298.5482,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43795,563630.7789,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43795,630747.8826,Producto H,Pescaditos SA de CV,Edson Álvarez
43795,941630.8723,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43796,71341.31147,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43796,735347.6814,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43797,762868.0527,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43797,2054610.978,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43797,2122865.82,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43798,53986.46678,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43801,43310.52262,Producto E,Pescaditos SA de CV,Edson Álvarez
43801,72289.86859,Producto E,Pescaditos SA de CV,Edson Álvarez
43801,443123.1015,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43801,720249.5236,Producto H,Pescaditos SA de CV,Edson Álvarez
43801,1633964.873,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43802,29804.35886,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43802,832428.1389,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43802,2580760.279,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43803,39598.6055,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43803,322015.5999,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43803,538206.0714,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43804,79407.58328,Producto E,Pescaditos SA de CV,Edson Álvarez
43804,270805.2537,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43804,1195886.052,Producto H,Pescaditos SA de CV,Edson Álvarez
43804,1352442.006,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43804,2301065.5,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43805,133243.6081,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43805,625779.7905,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43805,1637299.65,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43808,687800.7663,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43808,1117420.548,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43808,4189202.523,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43809,-17456.62673,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43809,6934.765685,Producto E,Pescaditos SA de CV,Edson Álvarez
43809,10432.30735,Producto E,Pescaditos SA de CV,Edson Álvarez
43809,117438.9576,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43809,480622.9314,Producto H,Pescaditos SA de CV,Edson Álvarez
43809,1048286.046,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43810,284269.1028,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43810,539310.8064,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43810,1340800.014,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43811,1987740.127,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43815,143583.2178,Producto H,Pescaditos SA de CV,Edson Álvarez
43815,153915.4149,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43815,200754.696,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43815,464957.4257,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43817,819366.3531,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43832,121734.8815,Producto E,Pescaditos SA de CV,Edson Álvarez
43832,323404.4559,Producto E,Pescaditos SA de CV,Edson Álvarez
43832,354904.456,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43832,1151547.659,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43832,1305138.124,Producto H,Pescaditos SA de CV,Edson Álvarez
43832,10012380.15,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43832,14094522.18,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43833,190798.6489,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43833,488537.9739,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43836,73382.08144,Producto E,Pescaditos SA de CV,Edson Álvarez
43836,73649.22419,Producto E,Pescaditos SA de CV,Edson Álvarez
43836,315920.8321,Producto H,Pescaditos SA de CV,Edson Álvarez
43836,324101.6026,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43836,1585292.843,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43837,-9737.251245,Producto F,Carpinteros Unidos del Bajio,Edson Álvarez
43837,1968129.139,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43838,153276.3111,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43838,529114.2699,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43839,5410.006028,Producto E,Pescaditos SA de CV,Edson Álvarez
43839,43317.17476,Producto E,Pescaditos SA de CV,Edson Álvarez
43839,505033.2575,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43839,721154.832,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43839,725563.4425,Producto H,Pescaditos SA de CV,Edson Álvarez
43839,1806636.3,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43840,54792.41448,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43840,363414.0022,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43840,892566.405,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43841,-74008.11722,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43841,1370623.121,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43843,8935.117052,Producto E,Pescaditos SA de CV,Edson Álvarez
43843,62925.87141,Producto E,Pescaditos SA de CV,Edson Álvarez
43843,542623.4897,Producto H,Pescaditos SA de CV,Edson Álvarez
43843,899274.3404,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43844,435693.0666,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43844,616899.1799,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43844,2265441.12,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
43845,546559.4819,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez
43845,571008.0039,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez
43845,1145503.13,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez
